Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28,No,Non-Travel,939,Human Resources,9,3,Marketing,1,714,2,Male,32,3,1,Research Scientist,1,Married,9446,15507,1,Y,No,15,3,1,80,2,0,6,4,9,2,10,17
56,No,Travel_Frequently,618,Research & Development,10,2,Marketing,1,715,1,Male,80,2,1,Human Resources,3,Single,19692,22359,8,Y,Yes,14,3,1,80,3,18,1,2,8,4,2,5
55,No,Travel_Rarely,1329,Research & Development,10,5,Technical Degree,1,716,4,Male,55,3,1,Healthcare Representative,3,Divorced,16877,10799,4,Y,No,15,3,1,80,2,33,2,1,39,19,15,12
51,No,Non-Travel,474,Research & Development,25,5,Life Sciences,1,717,3,Female,85,2,4,Research Director,4,Married,14943,4124,4,Y,Yes,17,3,1,80,2,3,1,2,17,13,7,12
55,Yes,Travel_Frequently,550,Research & Development,7,5,Medical,1,718,2,Male,93,3,2,Laboratory Technician,2,Single,12306,19684,9,Y,Yes,11,4,2,80,2,2,2,2,35,15,12,0
51,No,Travel_Frequently,1114,Sales,16,1,Life Sciences,1,719,1,Female,37,3,4,Sales Representative,1,Married,6016,7015,8,Y,Yes,24,3,4,80,2,9,1,3,35,18,0,15
35,No,Travel_Frequently,694,Sales,29,3,Other,1,720,4,Male,66,3,1,Research Scientist,1,Married,7912,10657,2,Y,Yes,25,3,3,80,2,27,6,2,11,8,9,3
47,No,Non-Travel,1302,Human Resources,18,5,Medical,1,721,1,Male,56,2,4,Research Director,1,Single,2442,20348,4,Y,No,11,4,2,80,3,33,0,4,39,16,1,16
32,No,Non-Travel,1333,Research & Development,6,1,Life Sciences,1,722,2,Female,74,3,4,Sales Representative,4,Divorced,4944,23951,4,Y,Yes,21,3,4,80,2,38,4,3,2,6,2,17
44,No,Travel_Rarely,599,Sales,27,2,Technical Degree,1,723,1,Male,33,1,2,Healthcare Representative,4,Divorced,5936,23663,1,Y,No,23,3,4,80,3,18,5,1,17,9,15,15
51,No,Travel_Rarely,563,Sales,20,5,Technical Degree,1,724,4,Male,66,3,3,Manufacturing Director,4,Married,2398,12731,3,Y,Yes,11,4,2,80,1,35,2,4,6,3,13,0
55,No,Non-Travel,1247,Human Resources,1,5,Medical,1,725,2,Male,62,1,4,Sales Executive,3,Single,17696,20744,1,Y,Yes,12,3,2,80,1,2,0,1,30,9,2,5
50,No,Travel_Frequently,212,Human Resources,1,1,Other,1,726,4,Male,60,4,4,Healthcare Representative,1,Divorced,4995,20423,4,Y,Yes,19,4,3,80,1,22,3,4,0,2,6,10
41,No,Travel_Frequently,1135,Human Resources,12,3,Technical Degree,1,727,1,Male,84,4,1,Human Resources,3,Married,8329,18308,9,Y,No,23,3,1,80,1,16,3,3,30,8,12,5
32,No,Travel_Frequently,1249,Sales,21,2,Technical Degree,1,728,3,Male,41,2,1,Manufacturing Director,1,Single,4216,19568,1,Y,Yes,15,4,1,80,0,6,1,4,12,12,7,16
47,Yes,Travel_Rarely,430,Sales,28,5,Other,1,729,3,Female,40,2,1,Human Resources,1,Married,13523,16643,9,Y,Yes,24,3,3,80,3,25,3,4,28,0,14,3
59,Yes,Travel_Frequently,1406,Human Resources,2,3,Life Sciences,1,730,3,Female,61,4,5,Research Scientist,2,Single,4568,5934,8,Y,No,19,3,3,80,1,17,4,2,2,14,8,13
34,No,Travel_Rarely,239,Research & Development,4,2,Technical Degree,1,731,3,Female,86,3,4,Manufacturing Director,1,Divorced,2160,13409,9,Y,Yes,23,4,1,80,0,5,2,1,28,14,6,13
22,No,Travel_Rarely,1001,Human Resources,17,4,Marketing,1,732,4,Male,67,3,1,Human Resources,4,Divorced,17648,24178,5,Y,No,15,3,2,80,3,30,1,3,34,10,7,7
46,No,Travel_Frequently,1220,Human Resources,4,4,Human Resources,1,733,3,Male,89,3,2,Manufacturing Director,4,Married,10067,10172,7,Y,Yes,25,4,1,80,0,28,2,4,14,9,10,1
21,No,Travel_Frequently,616,Human Resources,11,2,Human Resources,1,734,4,Male,48,4,5,Healthcare Representative,4,Divorced,5904,2777,8,Y,Yes,24,4,4,80,0,8,2,1,20,6,14,4
27,No,Non-Travel,668,Human Resources,22,1,Technical Degree,1,735,2,Female,85,1,3,Research Director,2,Divorced,5573,21763,7,Y,Yes,17,4,4,80,2,34,6,1,18,0,5,3
34,No,Non-Travel,945,Sales,26,2,Life Sciences,1,736,3,Male,43,2,4,Sales Executive,2,Single,3825,17905,4,Y,No,24,4,3,80,0,16,0,2,27,6,1,9
27,No,Travel_Frequently,1192,Research & Development,4,2,Life Sciences,1,737,4,Female,62,1,4,Sales Executive,3,Divorced,15786,4418,4,Y,Yes,24,3,1,80,0,11,3,1,3,4,0,2
34,No,Travel_Rarely,217,Human Resources,1,1,Medical,1,738,3,Male,39,4,2,Human Resources,1,Single,11815,22461,5,Y,Yes,25,4,1,80,3,35,5,3,12,15,2,15
37,No,Travel_Rarely,987,Research & Development,7,1,Marketing,1,739,3,Male,93,1,3,Human Resources,1,Single,15794,14454,0,Y,Yes,16,3,4,80,0,23,2,2,14,7,8,9
41,No,Travel_Rarely,1182,Research & Development,18,3,Life Sciences,1,740,3,Male,93,3,3,Manufacturing Director,4,Married,3176,4439,7,Y,No,12,3,1,80,2,9,4,4,38,1,15,14
22,No,Travel_Rarely,1156,Research & Development,9,3,Other,1,741,4,Female,91,3,5,Research Scientist,4,Single,9820,9804,1,Y,No,13,4,3,80,1,29,6,3,31,7,12,3
51,Yes,Travel_Rarely,1441,Human Resources,29,1,Marketing,1,742,1,Male,97,1,4,Human Resources,4,Divorced,18514,15023,5,Y,No,15,4,3,80,1,28,4,3,2,13,6,0
23,No,Non-Travel,149,Sales,3,4,Human Resources,1,743,3,Female,72,4,1,Manufacturing Director,4,Single,3499,16826,8,Y,No,14,3,4,80,3,38,5,3,29,3,1,14
19,No,Travel_Frequently,118,Human Resources,8,4,Marketing,1,744,3,Male,88,1,2,Manager,4,Single,9626,15212,2,Y,No,24,4,1,80,3,9,3,2,19,14,13,9
30,No,Non-Travel,825,Research & Development,29,2,Other,1,745,2,Male,81,3,2,Sales Executive,4,Married,18137,23653,1,Y,No,21,3,1,80,0,38,3,1,1,6,0,17
28,No,Travel_Rarely,296,Research & Development,24,5,Technical Degree,1,746,1,Female,48,3,2,Human Resources,1,Divorced,5708,23971,9,Y,Yes,16,4,4,80,3,27,1,3,24,19,1,15
40,No,Travel_Rarely,658,Sales,19,2,Other,1,747,4,Male,50,4,2,Healthcare Representative,2,Divorced,3769,3989,4,Y,Yes,18,3,2,80,0,17,1,1,10,7,14,8
33,No,Travel_Rarely,551,Human Resources,4,2,Other,1,748,2,Male,51,1,1,Laboratory Technician,4,Divorced,11510,9868,8,Y,Yes,18,3,2,80,3,16,1,1,0,10,2,16
48,No,Travel_Rarely,388,Research & Development,18,5,Technical Degree,1,749,3,Male,38,3,1,Manufacturing Director,1,Single,16226,11258,5,Y,Yes,13,4,1,80,1,10,3,3,9,1,15,9
28,No,Travel_Frequently,1264,Sales,20,1,Technical Degree,1,750,2,Male,38,3,5,Sales Executive,4,Divorced,17634,2944,7,Y,Yes,14,3,3,80,1,0,2,1,16,8,13,7
33,No,Travel_Rarely,1207,Research & Development,27,4,Technical Degree,1,751,2,Female,56,1,4,Human Resources,3,Divorced,8731,20281,7,Y,No,11,3,2,80,1,16,0,2,29,5,5,4
25,No,Travel_Frequently,490,Sales,11,2,Technical Degree,1,752,3,Female,46,1,1,Research Director,3,Single,12965,24135,6,Y,No,12,4,1,80,1,35,5,2,34,0,11,1
21,No,Travel_Rarely,314,Sales,27,5,Technical Degree,1,753,1,Male,73,2,5,Manufacturing Director,1,Married,2375,7150,4,Y,No,23,4,2,80,0,35,6,4,18,2,8,14
57,No,Travel_Frequently,314,Human Resources,14,3,Other,1,754,1,Male,74,4,3,Research Scientist,2,Married,17517,20081,1,Y,Yes,19,4,4,80,0,8,5,1,33,9,7,16
21,No,Non-Travel,227,Research & Development,25,2,Medical,1,755,2,Female,37,4,4,Human Resources,3,Single,8218,13006,9,Y,No,25,4,2,80,0,27,5,1,31,4,9,9
42,Yes,Travel_Rarely,859,Human Resources,18,4,Medical,1,756,3,Male,47,1,1,Manufacturing Director,3,Married,19124,12680,9,Y,Yes,22,4,2,80,1,32,1,4,11,11,8,1
20,No,Travel_Frequently,503,Research & Development,28,1,Life Sciences,1,757,4,Female,62,4,3,Human Resources,2,Married,10495,17204,4,Y,No,20,3,4,80,2,2,0,2,16,0,10,8
49,No,Non-Travel,1152,Human Resources,28,2,Medical,1,758,2,Male,30,3,5,Laboratory Technician,3,Married,3085,24269,6,Y,Yes,20,3,3,80,1,7,4,4,5,8,10,1
20,No,Travel_Rarely,437,Research & Development,29,2,Human Resources,1,759,4,Female,35,1,1,Sales Representative,4,Divorced,15073,3665,6,Y,No,12,4,1,80,1,5,3,4,12,12,7,17
44,No,Travel_Rarely,930,Human Resources,16,5,Medical,1,760,2,Female,70,1,1,Sales Representative,2,Married,13371,14811,1,Y,Yes,22,3,3,80,2,5,4,4,38,18,6,11
46,No,Travel_Rarely,813,Sales,3,3,Other,1,761,2,Female,84,1,3,Manufacturing Director,3,Divorced,19594,10951,6,Y,No,16,3,3,80,2,28,1,1,21,6,5,14
49,Yes,Travel_Frequently,460,Research & Development,15,3,Technical Degree,1,762,3,Female,34,2,1,Research Scientist,2,Married,13226,12349,5,Y,Yes,24,3,2,80,3,36,2,1,10,15,7,5
36,No,Travel_Frequently,668,Research & Development,27,1,Technical Degree,1,763,3,Male,88,4,2,Human Resources,4,Divorced,12046,11543,6,Y,No,17,3,1,80,1,11,6,1,6,7,5,17
38,No,Non-Travel,317,Sales,27,4,Other,1,764,4,Male,47,2,1,Manufacturing Director,3,Single,18651,11460,7,Y,Yes,16,3,2,80,2,8,6,1,20,18,1,12
22,No,Travel_Frequently,301,Human Resources,4,1,Human Resources,1,765,4,Female,78,3,4,Research Director,1,Single,13041,3785,3,Y,Yes,18,4,4,80,3,18,1,3,0,6,12,3
35,No,Travel_Frequently,116,Research & Development,5,2,Medical,1,766,1,Female,94,4,3,Research Scientist,3,Married,6349,7948,0,Y,Yes,19,4,3,80,2,16,0,4,29,3,8,11
45,No,Travel_Rarely,421,Research & Development,17,2,Other,1,767,3,Female,83,2,4,Research Director,3,Divorced,6965,16498,7,Y,Yes,18,3,3,80,2,31,6,4,18,9,8,8
59,No,Travel_Rarely,617,Human Resources,7,3,Life Sciences,1,768,2,Female,90,1,5,Healthcare Representative,4,Single,15492,20991,7,Y,No,15,3,4,80,3,34,1,1,28,0,2,1
39,No,Travel_Rarely,1448,Sales,16,4,Technical Degree,1,769,2,Male,37,2,4,Sales Representative,1,Single,15336,4630,2,Y,No,18,4,1,80,1,13,5,2,34,16,8,15
38,No,Travel_Rarely,1441,Human Resources,14,5,Marketing,1,770,1,Female,32,1,2,Sales Representative,1,Single,19373,9660,2,Y,No,20,4,3,80,3,15,2,3,19,12,1,0
23,Yes,Travel_Rarely,780,Human Resources,26,4,Life Sciences,1,771,3,Female,54,2,2,Human Resources,1,Single,14684,2238,4,Y,Yes,25,4,3,80,1,20,2,3,35,18,11,3
18,No,Travel_Rarely,1205,Human Resources,16,2,Human Resources,1,772,2,Female,98,2,4,Laboratory Technician,4,Married,19321,21920,2,Y,No,25,4,1,80,2,11,3,2,38,12,15,14
22,No,Travel_Rarely,524,Research & Development,7,5,Life Sciences,1,773,1,Female,84,2,5,Manufacturing Director,4,Divorced,8654,15891,4,Y,Yes,20,3,2,80,3,23,3,1,0,8,13,0
58,No,Non-Travel,1327,Sales,9,4,Other,1,774,1,Female,69,1,1,Manufacturing Director,4,Single,9342,22245,7,Y,No,19,4,4,80,0,33,5,3,22,4,2,14
29,Yes,Non-Travel,1118,Sales,4,4,Medical,1,775,2,Female,79,2,2,Healthcare Representative,4,Married,4358,11338,0,Y,Yes,24,4,1,80,2,7,2,3,30,0,15,2
43,Yes,Non-Travel,486,Human Resources,22,5,Technical Degree,1,776,2,Female,62,4,4,Manager,4,Single,8360,11749,1,Y,No,18,3,4,80,3,20,5,4,34,1,13,12
51,No,Non-Travel,877,Research & Development,11,2,Human Resources,1,777,4,Male,47,4,4,Laboratory Technician,1,Single,5743,12349,1,Y,Yes,12,4,4,80,2,7,2,4,21,10,5,17
31,No,Travel_Rarely,197,Human Resources,2,4,Human Resources,1,778,3,Female,86,4,4,Manufacturing Director,2,Single,9159,15582,3,Y,Yes,12,4,3,80,3,27,0,1,6,3,13,12
43,No,Non-Travel,1468,Research & Development,12,5,Marketing,1,779,4,Female,45,1,1,Laboratory Technician,4,Single,2518,13643,8,Y,No,22,4,1,80,1,15,1,1,32,8,3,9
44,No,Travel_Rarely,307,Research & Development,12,2,Life Sciences,1,780,1,Female,67,1,3,Research Scientist,2,Married,18652,14245,1,Y,No,13,4,4,80,0,9,3,4,35,4,7,6
26,No,Non-Travel,685,Research & Development,4,5,Marketing,1,781,2,Male,70,4,5,Human Resources,3,Divorced,14925,9899,8,Y,No,17,4,2,80,2,14,0,4,6,4,0,7
43,No,Travel_Frequently,265,Research & Development,18,5,Medical,1,782,4,Male,36,4,3,Sales Executive,3,Married,16810,9145,6,Y,Yes,19,3,4,80,0,3,6,4,26,7,12,0
39,No,Non-Travel,121,Sales,26,4,Medical,1,783,1,Male,82,4,5,Research Scientist,4,Married,18239,7861,9,Y,Yes,18,3,3,80,1,25,1,2,1,1,5,17
47,No,Non-Travel,253,Research & Development,21,2,Marketing,1,784,3,Female,92,3,5,Research Director,3,Married,7475,15051,7,Y,Yes,19,3,2,80,3,14,3,3,16,6,1,11
34,No,Travel_Rarely,1418,Research & Development,7,4,Technical Degree,1,785,2,Female,61,4,4,Sales Representative,2,Single,6185,18632,0,Y,No,16,3,2,80,0,35,6,1,0,16,5,17
43,No,Non-Travel,318,Human Resources,29,1,Medical,1,786,4,Female,67,2,2,Sales Executive,3,Divorced,7161,14321,4,Y,Yes,11,3,1,80,3,31,5,1,29,10,13,11
53,No,Travel_Frequently,768,Human Resources,1,1,Marketing,1,787,3,Male,51,3,4,Healthcare Representative,3,Single,11580,6323,8,Y,No,24,4,2,80,1,37,6,2,21,14,15,8
18,No,Travel_Rarely,329,Sales,26,2,Life Sciences,1,788,4,Female,45,3,1,Manager,2,Married,11886,4860,3,Y,Yes,22,4,1,80,2,3,0,4,27,2,0,1
25,No,Travel_Rarely,119,Human Resources,26,5,Marketing,1,789,1,Male,81,1,5,Healthcare Representative,3,Single,13465,19107,1,Y,No,14,4,1,80,1,8,4,3,32,12,14,13
52,No,Non-Travel,652,Research & Development,23,4,Marketing,1,790,3,Male,58,2,2,Manufacturing Director,4,Divorced,13221,16919,5,Y,Yes,23,4,2,80,0,34,6,4,25,17,1,3
32,No,Travel_Rarely,1049,Human Resources,26,4,Other,1,791,4,Male,45,1,5,Sales Executive,2,Divorced,4335,2569,1,Y,Yes,16,4,1,80,0,27,4,1,34,19,8,14
39,No,Travel_Rarely,247,Sales,13,2,Medical,1,792,3,Male,46,1,5,Sales Representative,2,Single,5674,10411,2,Y,No,25,4,1,80,0,36,3,2,10,19,5,16
31,No,Travel_Rarely,1231,Human Resources,6,2,Technical Degree,1,793,1,Male,93,2,4,Human Resources,1,Married,6576,11586,7,Y,Yes,22,4,2,80,3,8,0,3,6,2,7,5
43,Yes,Travel_Rarely,502,Human Resources,6,1,Technical Degree,1,794,3,Female,42,1,2,Manager,1,Single,16972,21218,2,Y,Yes,16,4,3,80,2,1,6,3,27,1,6,8
45,No,Travel_Rarely,695,Sales,12,3,Other,1,795,4,Female,85,2,2,Laboratory Technician,2,Married,2500,4122,1,Y,No,25,4,4,80,0,2,1,3,24,4,8,16
40,Yes,Travel_Rarely,466,Sales,8,2,Human Resources,1,796,1,Male,34,2,5,Manufacturing Director,2,Divorced,10083,22384,5,Y,Yes,18,4,1,80,0,4,6,3,30,19,8,14
31,No,Travel_Frequently,1432,Research & Development,24,3,Technical Degree,1,797,2,Female,41,1,2,Healthcare Representative,1,Single,10294,16409,2,Y,No,25,4,1,80,0,9,1,2,2,4,10,4
41,No,Non-Travel,901,Human Resources,22,2,Marketing,1,798,4,Female,70,4,2,Sales Executive,4,Divorced,17720,5089,0,Y,No,11,4,2,80,1,27,0,1,32,12,3,17
19,No,Travel_Frequently,1017,Research & Development,19,5,Other,1,799,4,Male,32,1,4,Healthcare Representative,3,Married,7543,16242,2,Y,Yes,23,4,4,80,0,14,4,3,33,7,6,3
43,No,Travel_Rarely,1257,Human Resources,5,5,Life Sciences,1,800,1,Male,62,3,3,Sales Executive,3,Married,5276,9210,5,Y,Yes,21,3,4,80,1,13,0,3,20,15,4,1
31,No,Travel_Rarely,1406,Human Resources,18,1,Medical,1,801,1,Female,79,1,1,Human Resources,3,Single,8613,18433,2,Y,Yes,12,4,1,80,0,22,4,1,36,17,6,4
24,No,Non-Travel,172,Research & Development,5,1,Medical,1,802,2,Female,85,2,3,Sales Representative,2,Single,13729,2514,8,Y,No,12,3,2,80,1,12,4,4,18,15,3,3
20,No,Travel_Frequently,580,Human Resources,25,3,Medical,1,803,4,Female,38,3,2,Laboratory Technician,4,Single,3327,12983,6,Y,Yes,23,4,3,80,3,15,5,3,36,0,11,4
40,No,Non-Travel,1475,Human Resources,10,2,Marketing,1,804,1,Female,79,2,5,Human Resources,1,Divorced,9772,12970,4,Y,No,16,4,4,80,3,29,5,3,20,7,9,12
35,No,Travel_Frequently,659,Human Resources,1,4,Life Sciences,1,805,2,Male,58,4,1,Research Scientist,4,Married,12666,12810,1,Y,Yes,24,4,3,80,1,39,1,4,13,1,10,15
55,No,Travel_Rarely,1449,Sales,10,1,Other,1,806,2,Female,68,4,1,Sales Representative,4,Married,18289,12029,8,Y,Yes,24,3,2,80,2,7,3,1,9,4,10,11
52,No,Non-Travel,844,Research & Development,5,4,Other,1,807,1,Male,74,3,5,Human Resources,3,Divorced,7769,6671,4,Y,No,21,3,3,80,2,16,2,1,6,14,0,8
32,Yes,Non-Travel,199,Sales,12,4,Medical,1,808,4,Male,46,4,1,Manager,1,Single,15663,19549,6,Y,Yes,17,4,2,80,1,29,0,3,28,13,3,15
42,Yes,Travel_Rarely,1182,Research & Development,22,2,Life Sciences,1,809,3,Female,85,4,5,Healthcare Representative,4,Single,7918,12441,8,Y,Yes,12,4,1,80,3,16,4,1,39,2,14,13
54,No,Non-Travel,607,Research & Development,27,3,Life Sciences,1,810,3,Female,75,1,1,Sales Representative,1,Divorced,19473,2414,3,Y,Yes,15,4,3,80,1,34,0,4,7,6,12,0
45,No,Travel_Frequently,357,Human Resources,7,2,Life Sciences,1,811,2,Female,96,1,3,Manager,2,Married,6555,17093,8,Y,Yes,16,4,1,80,2,0,3,2,38,3,9,3
27,No,Travel_Frequently,512,Research & Development,9,1,Technical Degree,1,812,3,Male,98,4,1,Healthcare Representative,3,Married,4394,19488,0,Y,Yes,14,3,1,80,1,23,3,4,12,10,14,8
56,No,Travel_Frequently,1188,Sales,22,4,Technical Degree,1,813,3,Male,43,4,4,Research Scientist,1,Married,2666,23242,5,Y,No,11,3,2,80,3,24,2,4,18,11,2,13
34,No,Travel_Frequently,694,Sales,21,2,Medical,1,814,1,Male,96,1,5,Research Director,2,Married,14355,21740,1,Y,Yes,13,4,3,80,2,1,6,2,10,14,8,11
56,No,Travel_Rarely,1277,Sales,12,2,Life Sciences,1,815,2,Male,52,4,1,Sales Representative,2,Divorced,4234,4416,7,Y,No,24,3,4,80,2,24,2,4,1,5,4,3
39,Yes,Non-Travel,365,Research & Development,23,2,Human Resources,1,816,4,Female,90,4,5,Manager,2,Married,8335,7611,4,Y,Yes,20,3,3,80,0,13,4,3,5,0,3,6
43,No,Travel_Frequently,920,Sales,29,1,Life Sciences,1,817,2,Male,52,2,4,Healthcare Representative,4,Divorced,19620,17231,2,Y,Yes,19,4,4,80,0,38,5,3,28,17,15,16
42,No,Travel_Rarely,1202,Research & Development,1,3,Other,1,818,1,Male,56,4,1,Healthcare Representative,4,Single,19758,23849,1,Y,No,23,4,1,80,2,32,6,1,4,13,7,0
34,No,Non-Travel,1438,Sales,11,2,Other,1,819,3,Female,83,3,1,Human Resources,3,Divorced,13503,10395,7,Y,Yes,16,4,1,80,2,16,2,1,29,6,14,13
30,No,Non-Travel,761,Sales,21,1,Medical,1,820,4,Male,39,2,4,Sales Executive,3,Married,8359,24056,6,Y,Yes,12,3,2,80,1,30,5,4,38,9,4,14
37,No,Travel_Rarely,1046,Research & Development,15,4,Human Resources,1,821,2,Male,45,3,4,Human Resources,2,Single,18560,10260,8,Y,No,19,4,4,80,3,9,6,3,35,8,15,11
42,No,Travel_Rarely,659,Sales,2,5,Life Sciences,1,822,3,Female,70,4,4,Manager,3,Divorced,15876,21947,7,Y,No,14,3,3,80,2,5,5,3,26,1,2,11
21,No,Travel_Frequently,1016,Human Resources,20,1,Human Resources,1,823,2,Male,84,1,5,Manufacturing Director,4,Divorced,4928,24767,3,Y,Yes,21,4,2,80,3,38,4,2,17,7,15,5
27,No,Non-Travel,990,Research & Development,7,5,Medical,1,824,4,Male,90,2,4,Sales Representative,3,Divorced,9617,14648,1,Y,No,23,4,2,80,2,24,1,1,35,0,1,12
20,No,Non-Travel,1371,Research & Development,21,2,Other,1,825,2,Male,78,1,5,Human Resources,1,Single,9614,15342,1,Y,No,18,3,2,80,3,37,5,3,15,19,14,15
58,No,Travel_Rarely,967,Research & Development,12,2,Other,1,826,2,Male,81,2,3,Healthcare Representative,4,Divorced,6274,16210,1,Y,No,20,3,3,80,0,36,4,4,4,1,7,13
35,No,Non-Travel,709,Human Resources,22,1,Technical Degree,1,827,2,Female,31,1,1,Healthcare Representative,2,Married,6971,8833,5,Y,No,17,3,2,80,2,29,2,3,8,6,11,6
53,No,Travel_Frequently,513,Research & Development,18,5,Medical,1,828,3,Male,79,2,1,Research Director,2,Single,10389,6752,6,Y,Yes,22,3,3,80,1,33,0,1,33,15,1,15
39,No,Non-Travel,124,Sales,3,2,Medical,1,829,4,Female,72,2,2,Sales Representative,3,Single,19352,22169,5,Y,Yes,21,3,2,80,3,17,2,4,33,3,13,8
51,No,Travel_Rarely,383,Sales,7,4,Life Sciences,1,830,4,Male,37,3,3,Research Director,4,Divorced,4504,13978,1,Y,No,13,3,4,80,2,23,3,1,35,16,7,13
25,No,Travel_Rarely,980,Sales,11,3,Life Sciences,1,831,3,Female,88,1,4,Research Scientist,2,Married,8006,10727,3,Y,Yes,25,4,1,80,0,26,2,3,30,3,15,6
57,No,Travel_Frequently,400,Research & Development,18,3,Technical Degree,1,832,3,Female,94,3,4,Human Resources,2,Single,9943,7023,2,Y,No,18,3,4,80,0,26,1,3,19,2,4,11
36,Yes,Travel_Frequently,1191,Sales,12,2,Marketing,1,833,3,Female,41,3,3,Laboratory Technician,4,Divorced,19653,2982,3,Y,Yes,14,3,4,80,0,38,4,3,16,8,7,2
59,No,Non-Travel,1130,Research & Development,6,5,Human Resources,1,834,1,Male,33,1,4,Manager,4,Married,19748,16305,4,Y,Yes,12,4,2,80,0,20,5,1,19,14,15,13
58,No,Non-Travel,916,Sales,5,2,Marketing,1,835,2,Male,70,2,2,Manager,2,Divorced,2923,18146,6,Y,No,21,3,4,80,2,18,3,4,27,19,4,10
54,No,Travel_Rarely,1260,Human Resources,26,5,Marketing,1,836,2,Male,36,3,5,Research Scientist,3,Divorced,18854,19729,8,Y,No,15,3,4,80,1,38,4,3,20,2,0,4
23,No,Travel_Frequently,1287,Human Resources,1,4,Medical,1,837,4,Female,98,1,1,Sales Representative,3,Single,12246,24075,1,Y,Yes,11,4,4,80,3,22,4,3,18,11,11,12
43,No,Travel_Frequently,182,Human Resources,12,5,Human Resources,1,838,2,Male,98,2,3,Human Resources,3,Single,14475,24386,7,Y,Yes,23,4,2,80,1,38,5,3,2,14,12,9
51,No,Travel_Frequently,1196,Human Resources,27,2,Medical,1,839,1,Male,59,3,1,Sales Executive,1,Divorced,19532,13201,2,Y,Yes,18,4,3,80,3,14,6,2,29,19,10,6
23,No,Non-Travel,1360,Research & Development,26,4,Human Resources,1,840,3,Male,35,3,5,Research Director,4,Single,5086,18910,8,Y,No,24,3,1,80,1,1,2,2,4,7,13,16
54,Yes,Travel_Frequently,145,Sales,11,1,Other,1,841,4,Male,48,3,3,Research Scientist,2,Single,16860,19314,9,Y,Yes,18,4,1,80,2,34,0,4,5,11,10,15
50,No,Travel_Rarely,717,Human Resources,4,3,Medical,1,842,4,Female,95,2,5,Sales Executive,1,Married,19013,20666,3,Y,No,13,3,3,80,2,19,6,1,2,12,1,7
39,No,Travel_Rarely,1027,Research & Development,27,2,Medical,1,843,2,Female,39,3,4,Research Director,3,Married,9407,20330,2,Y,No,11,4,3,80,3,27,3,3,23,14,13,16
38,No,Non-Travel,361,Human Resources,18,2,Medical,1,844,4,Male,45,2,4,Research Scientist,1,Divorced,2774,17365,9,Y,No,14,3,4,80,2,14,5,3,0,10,15,12
23,No,Non-Travel,275,Human Resources,4,2,Technical Degree,1,845,3,Male,66,4,4,Manager,2,Divorced,10709,12733,5,Y,Yes,19,4,1,80,3,15,1,1,35,16,5,10
23,No,Travel_Frequently,1289,Research & Development,17,4,Medical,1,846,4,Male,61,3,5,Manager,2,Divorced,18311,12108,9,Y,No,19,4,3,80,1,32,1,1,14,11,2,17
21,No,Non-Travel,756,Research & Development,2,1,Life Sciences,1,847,3,Female,76,4,5,Healthcare Representative,4,Divorced,3343,5360,8,Y,Yes,25,4,4,80,2,11,0,4,37,19,7,4
47,Yes,Travel_Rarely,941,Sales,29,5,Life Sciences,1,848,1,Male,72,1,5,Research Director,3,Married,12161,11785,6,Y,No,11,3,1,80,2,38,0,1,17,17,4,5
28,No,Travel_Frequently,469,Sales,24,1,Human Resources,1,849,1,Female,65,3,1,Laboratory Technician,3,Single,13419,10112,3,Y,Yes,21,3,2,80,3,38,2,3,22,15,2,13
47,No,Travel_Rarely,153,Human Resources,22,4,Other,1,850,3,Female,55,1,5,Manufacturing Director,1,Married,9797,18016,2,Y,Yes,25,4,2,80,3,19,1,4,28,2,11,11
48,No,Travel_Frequently,789,Human Resources,2,2,Technical Degree,1,851,2,Male,39,1,4,Sales Representative,3,Divorced,2934,21309,9,Y,No,17,4,1,80,3,28,3,2,21,8,9,3
41,No,Non-Travel,1464,Sales,12,3,Human Resources,1,852,4,Male,60,1,2,Sales Representative,1,Divorced,3986,5625,3,Y,No,16,4,1,80,3,2,5,4,23,6,6,6
26,No,Travel_Frequently,1250,Sales,6,2,Life Sciences,1,853,2,Male,58,4,5,Research Director,2,Married,16016,7469,2,Y,Yes,24,4,2,80,0,4,0,4,12,18,13,10
20,No,Travel_Frequently,466,Research & Development,10,5,Technical Degree,1,854,4,Female,34,2,2,Research Scientist,2,Married,7465,3223,2,Y,Yes,17,3,2,80,3,1,0,4,32,4,7,1
48,No,Travel_Rarely,1394,Sales,25,3,Technical Degree,1,855,1,Female,30,4,4,Research Scientist,2,Divorced,11966,9110,8,Y,No,17,4,1,80,0,22,0,1,21,18,3,3
57,Yes,Travel_Rarely,743,Sales,23,2,Other,1,856,1,Male,32,4,5,Manufacturing Director,2,Single,17721,11157,3,Y,No,18,4,4,80,1,25,5,3,34,9,12,6
